"Country_Name","Country_Code","Year","Debt","GDP","GDP_Per_Capita","Revenue","Category","pandemic_year"
"Malaysia","MYS",2019,52.42135021,365.178,11132.1027429418,17.47921971,"Developing",0
"Malaysia","MYS",2020,62.00672151,337.456,10164.344431073,15.86725771,"Developing",1
"Malaysia","MYS",2021,63.25878018,373.832,11134.6229528189,15.09153187,"Developing",1
"Malaysia","MYS",2022,60.26664042,407.027,11993.1876132994,16.43199615,"Developing",0
"Netherlands","NLD",2015,72.87814054,765.573,45193.4032187971,24.16957485,"Developed",0
"Netherlands","NLD",2016,71.65515849,784.06,46039.1059284098,24.37046208,"Developed",0
"Netherlands","NLD",2017,65.3181078,833.87,48675.2223350213,25.40120789,"Developed",0
"Netherlands","NLD",2018,61.04779538,914.043,53044.5324352253,25.32174313,"Developed",0
"Netherlands","NLD",2019,58.23812657,910.194,52476.2732533327,26.08286032,"Developed",0
"Netherlands","NLD",2020,66.82397399,909.793,52162.5701150406,26.00856214,"Developed",1
"Netherlands","NLD",2021,63.69725254,1029.68,58727.8705471475,26.44617942,"Developed",1
"Netherlands","NLD",2022,53.67153896,1009.4,57025.01245598,26.71934351,"Developed",0
"Norway","NOR",2015,24.33927984,388.16,74809.9658049898,45.38865619,"Developed",0
"Norway","NOR",2016,27.11471469,370.957,70867.3609970749,45.18216259,"Developed",0
"Norway","NOR",2017,27.35623903,401.745,76131.8384032764,45.16149514,"Developed",0
"Norway","NOR",2018,28.3372584,439.789,82792.8427113304,46.65447253,"Developed",0
"Norway","NOR",2019,28.6057832,408.743,76430.5889473338,47.47572726,"Developed",0
"Norway","NOR",2020,33.05758217,367.633,68340.0181033702,44.6149224,"Developed",1
"Norway","NOR",2021,30.86050633,503.368,93072.8925119571,47.45522072,"Developed",1
"Norway","NOR",2022,28.71249906,593.727,108798.451165901,56.34623234,"Developed",0
"Nepal","NPL",2019,31.77714735,34.186180699,1185.68231827815,22.40134791,"Developing",0
"Nepal","NPL",2020,39.04856313,33.433659301,1139.18989468388,19.36542667,"Developing",1
"Nepal","NPL",2021,39.92226864,36.924841394,1229.39420401521,19.88212156,"Developing",1
"Peru","PER",2015,21.74732795,189.803,6180.11926810233,17.06337561,"Developing",0
"Peru","PER",2016,22.69885246,191.898,6163.86042474328,15.81252625,"Developing",0
"Peru","PER",2017,23.88057657,211.008,6676.30879274916,15.52325545,"Developing",0
"Peru","PER",2018,25.03061791,222.597,6912.10398761205,16.61904468,"Developing",0
"Peru","PER",2019,25.96892844,228.346,6956.49574886694,16.98530667,"Developing",0
"Peru","PER",2020,34.22066648,201.41,6047.47546434312,15.39942797,"Developing",1
"Peru","PER",2021,34.85457601,226.354,6713.66205386496,18.1595847,"Developing",1
"Palau","PLW",2015,61.97142144,0.2872159729,16141.1696583338,24.78019322,"Developed",0
"Palau","PLW",2016,66.3770589,0.3054041748,17142.1292548657,24.70490363,"Developed",0
"Palau","PLW",2017,77.98928049,0.2923457642,16389.8505443828,26.40210513,"Developed",0
"Palau","PLW",2018,83.78839453,0.2881609802,16130.8206574456,26.84071867,"Developed",0
"Palau","PLW",2019,85.23669516,0.2818287048,15730.559546438,24.52557735,"Developed",0
"Papua New Guinea","PNG",2015,29.87537774,21.72343701,2502.07344498028,16.93324069,"Developing",0
"Papua New Guinea","PNG",2016,33.7401901,20.758876953,2332.67588834678,13.9232871,"Developing",0
"Papua New Guinea","PNG",2017,32.68568941,22.742699138,2495.14077312932,13.90644183,"Developing",0
"Papua New Guinea","PNG",2018,36.674291,24.109780708,2584.32780208122,15.42747804,"Developing",0
"Papua New Guinea","PNG",2019,40.15359037,24.751066911,2593.77555393227,14.19864882,"Developing",0
"Papua New Guinea","PNG",2020,48.68010121,23.848445104,2446.08468660615,12.92898139,"Developing",1
"Papua New Guinea","PNG",2021,52.57596445,26.11333324,2624.60410978363,12.84839788,"Developing",1
"Papua New Guinea","PNG",2022,48.2553884,31.603619037,3115.92292253449,15.34154852,"Developing",0
"Poland","POL",2015,56.93180485,477.111,12560.051419682,20.8602752,"Developed",0
"Poland","POL",2016,60.46616537,470.025,12378.8128106111,20.87065381,"Developed",0
"Poland","POL",2017,56.70715163,524.641,13815.501164767,21.49986332,"Developed",0
"Poland","POL",2018,54.82664991,588.78,15504.5075062692,21.95874359,"Developed",0
"Poland","POL",2019,52.69330196,596.058,15700.0135796738,21.92609806,"Developed",0
"Poland","POL",2020,66.77352511,599.443,15816.819050319,22.24272695,"Developed",1
"Poland","POL",2021,58.22094917,681.346,18050.2778862996,24.16624926,"Developed",1
"Poland","POL",2022,50.14810729,689.763,18732.4977273198,22.14974772,"Developed",0
"Portugal","PRT",2015,150.709921,199.394,19250.1065376852,29.00668114,"Developed",0
"Portugal","PRT",2016,146.927389,206.426,19991.9724878805,28.38808765,"Developed",0
"Portugal","PRT",2017,147.4779355,221.358,21490.429863104,28.28287119,"Developed",0
"Portugal","PRT",2018,140.6233993,242.313,23562.5545228191,28.45926423,"Developed",0
"Portugal","PRT",2019,138.8688083,239.987,23330.817288932,27.88457514,"Developed",0
"Portugal","PRT",2020,161.2976463,229.032,22242.406417972,27.45058508,"Developed",1
"Portugal","PRT",2021,147.1892139,255.535,24661.1664874576,27.33845809,"Developed",1
"Portugal","PRT",2022,119.3953218,255.197,24515.2657495716,27.97036702,"Developed",0
"Romania","ROU",2015,45.16991522,177.884,8976.9544892648,24.96909663,"Developing",0
"Romania","ROU",2016,47.279933,185.288,9404.38125929526,22.43631438,"Developing",0
"Romania","ROU",2017,44.32707463,210.147,10727.9708633184,20.85551802,"Developing",0
"Romania","ROU",2018,42.56473483,243.316,12494.4235789649,20.30203368,"Developed",0
"Romania","ROU",2019,43.36184448,251.018,12957.9991142218,20.35782096,"Developed",0
"Romania","ROU",2020,57.29586358,251.363,13047.4566563993,20.20882459,"Developed",1
"Romania","ROU",2021,55.9129588,285.81,14946.624968678,21.07297531,"Developed",1
"Romania","ROU",2022,50.45296898,298.892,15692.3071700143,22.45136709,"Developed",0
"Russian Federation","RUS",2015,12.30181523,1363.48,9277.7138671875,17.41734095,"Developing",0
"Russian Federation","RUS",2016,12.99796884,1276.79,8663.158203125,15.9321436,"Developing",0
"Russian Federation","RUS",2017,14.62228668,1574.2,10658.9130859375,17.22837183,"Developing",0
"Russian Federation","RUS",2018,14.53796539,1657.33,11211.8876953125,20.15403657,"Developing",0
"Russian Federation","RUS",2019,15.59970276,1693.12,11447.701171875,19.91166819,"Developing",0
"Russian Federation","RUS",2020,21.14142178,1493.08,10108.3271484375,19.78698491,"Developing",1
"Russian Federation","RUS",2021,19.20187028,1843.39,12521.5224609375,19.7742997,"Developed",1
"Russian Federation","RUS",2022,17.58209854,2266.03,15445.2421875,22.06261928,"Developed",0
"South Asia","SAS",2015,50.84335234,2733.62,1539.5941449215,12.26606848,"Developing",0
"South Asia","SAS",2016,47.67402944,3011.04,1675.52326892233,12.59791977,"Developing",0
"South Asia","SAS",2017,47.62576916,3433.92,1887.87828259142,12.45695761,"Developing",0
"South Asia","SAS",2018,46.56564716,3534.07,1920.13115754982,12.92171982,"Developing",0
"Singapore","SGP",2015,103.3208398,307.999,55645.6068614606,17.99710989,"Developed",0
"Singapore","SGP",2016,109.0564224,319.054,56899.9181805173,18.4661444,"Developed",0
"Singapore","SGP",2017,109.3294184,343.257,61162.0973932771,20.18855131,"Developed",0
"Singapore","SGP",2018,110.7576026,376.893,66840.6373389791,18.18852713,"Developed",0
"Singapore","SGP",2019,127.8267457,376.902,66081.7199235165,20.90081588,"Developed",0
"Singapore","SGP",2020,151.5663247,349.488,61466.803676358,18.05241173,"Developed",1
"Singapore","SGP",2021,150.1419128,434.112,79601.4129622433,17.22885533,"Developed",1
"Singapore","SGP",2022,157.3631093,498.475,88428.7024226232,16.2205278,"Developed",0
"Solomon Islands","SLB",2015,6.737625634,1.307909888,2134.80541826155,30.91200258,"Developing",0
"Solomon Islands","SLB",2016,6.259588741,1.379490304,2196.28389055503,27.57126971,"Developing",0
"Solomon Islands","SLB",2017,8.402457923,1.469789119,2283.57905127379,28.98213353,"Developing",0
"Solomon Islands","SLB",2018,7.685645856,1.615478393,2450.4828877801,29.19694803,"Developing",0
"Solomon Islands","SLB",2019,7.74418283,1.619155017,2398.77305007963,25.83657101,"Developing",0
"Solomon Islands","SLB",2020,11.46390032,1.536145814,2222.46211853173,24.59418757,"Developing",1
"Solomon Islands","SLB",2022,15.39316607,1.566360686,2162.6661301834,23.05984211,"Developing",0
"El Salvador","SLV",2015,50.71339581,23.43824,3761.51368000275,18.0676654,"Developing",0
"El Salvador","SLV",2016,51.46150109,24.19143,3870.31298246063,18.69197709,"Developing",0
"El Salvador","SLV",2017,54.47700289,24.97919,3986.04901435439,20.05077211,"Developing",0
"El Salvador","SLV",2018,51.67317747,26.02085,4145.86235103186,20.17804953,"Developing",0
"El Salvador","SLV",2019,53.43262972,26.88114,4280.28840404719,20.05160495,"Developing",0
"El Salvador","SLV",2020,69.96254994,24.92119,3960.31389233069,20.02592974,"Developing",1
"El Salvador","SLV",2021,65.97771453,29.04314,4599.67878581609,24.79931578,"Developing",1
"San Marino","SMR",2015,56.46105849,1.419400404,42281.8112549264,28.64978386,"Developed",0
"San Marino","SMR",2016,56.90976323,1.468342431,43398.4285257227,27.9360614,"Developed",0
"San Marino","SMR",2017,53.5785287,1.528621195,44885.517837773,26.82874899,"Developed",0
"San Marino","SMR",2018,56.16247047,1.655354304,48464.5246477919,26.91656032,"Developed",0
"San Marino","SMR",2019,52.134643,1.616188702,47287.3983948633,27.03391623,"Developed",0
"San Marino","SMR",2020,95.65503788,1.541247884,45321.4892226161,24.73582301,"Developed",1
"San Marino","SMR",2021,94.97453576,1.855382833,54982.451714817,25.11265801,"Developed",1
"Slovak Republic","SVK",2015,64.83448553,88.900883131,16390.8821748507,27.29590507,"Developed",0
"Slovak Republic","SVK",2016,66.41586188,89.952699525,16563.4404971229,24.10163726,"Developed",0
"Slovak Republic","SVK",2017,64.35388113,95.649966261,17585.197002257,23.50621816,"Developed",0
"Slovak Republic","SVK",2018,63.78348018,106.138,19486.3936845505,23.87278252,"Developed",0
"Slovak Republic","SVK",2019,63.11211149,105.712,19381.8905468746,24.09753055,"Developed",0
"Slovak Republic","SVK",2020,78.32609648,106.738,19553.2609613643,24.25932256,"Developed",1
"Slovak Republic","SVK",2021,78.8419015,118.563,21765.722502093,25.02017292,"Developed",1
"Slovak Republic","SVK",2022,64.50713215,115.585,21279.4589247729,25.57550372,"Developed",0
"Slovenia","SVN",2015,100.3494717,43.107506024,20890.1664304173,27.97437116,"Developed",0
"Slovenia","SVN",2016,95.37505387,44.766722791,21678.3594670629,26.49134464,"Developed",0
"Slovenia","SVN",2017,87.81816813,48.589100043,23514.0254604147,26.21549634,"Developed",0
"Slovenia","SVN",2018,82.39888308,54.177882426,26123.7471277911,26.49423941,"Developed",0
"Slovenia","SVN",2019,84.22780334,54.386654314,26042.4463468032,26.49529797,"Developed",0
"Slovenia","SVN",2020,107.4305108,53.734526854,25558.4290544506,25.11028714,"Developed",1
"Slovenia","SVN",2021,92.58225768,61.832201544,29331.0647010043,26.39920676,"Developed",1
"Slovenia","SVN",2022,71.86194016,60.063475466,28439.3340989687,26.03828909,"Developed",0
"Sweden","SWE",2015,47.43432063,505.104,51545.4836095322,28.95056179,"Developed",0
"Sweden","SWE",2016,46.18805621,515.655,51965.1571531985,29.92284765,"Developed",0
"Sweden","SWE",2017,43.94797165,541.019,53791.5087298403,29.88021433,"Developed",0
"Sweden","SWE",2018,42.26471976,555.455,54589.0603860606,29.73504579,"Developed",0
"Sweden","SWE",2019,38.67054128,533.88,51939.4297445291,29.37366166,"Developed",0
"Sweden","SWE",2020,44.02404031,547.054,52837.9039778149,28.86295588,"Developed",1
"Sweden","SWE",2021,40.49442292,639.715,61417.6808766469,29.11211364,"Developed",1
"Sweden","SWE",2022,36.25306055,590.41,56299.5057328064,29.38350522,"Developed",0
"Eswatini","SWZ",2015,15.75973646,4.063245671,3583.31129031343,27.54490875,"Developing",0
"Eswatini","SWZ",2016,20.04145292,3.816019193,3339.99040122187,24.64598892,"Developing",0
"Eswatini","SWZ",2017,22.1829572,4.402969226,3824.04678338499,27.7744978,"Developing",0
"Eswatini","SWZ",2018,26.9820662,4.666598024,4021.4455564534,24.69036102,"Developing",0
"Eswatini","SWZ",2019,30.60913941,4.495267266,3843.38004601919,26.50689634,"Developing",0
"Eswatini","SWZ",2020,39.82728193,3.982236694,3372.90461128068,28.31718476,"Developing",1
"Eswatini","SWZ",2021,35.40166564,4.850842541,4068.57378984532,24.86164675,"Developing",1
"Seychelles","SYC",2015,60.91225257,1.432403352,15333.1051727105,32.6551676,"Developed",0
"Tonga","TON",2015,51.17607957,0.4370030786,4117.93104694205,22.24910162,"Developing",0
"Tonga","TON",2016,49.4146055,0.4205487124,3978.43768561484,23.9481464,"Developing",0
"Tonga","TON",2017,45.58308598,0.4603743548,4367.25660339844,23.91849046,"Developing",0
"Tonga","TON",2018,48.69682208,0.4889068386,4649.61330094975,24.91781676,"Developing",0
"Tonga","TON",2019,42.54780521,0.5120536921,4878.97868604087,23.42411323,"Developing",0
"Tonga","TON",2020,45.01577568,0.4847968549,4605.97084119137,25.11473426,"Developing",1
"Turkiye","TUR",2015,32.30427285,864.314,11049.9951100942,22.7572144,"Developing",0
"Turkiye","TUR",2016,33.39391776,869.683,10970.0458948862,22.94124112,"Developing",0
"Turkiye","TUR",2017,33.07905238,858.988,10695.550196231,22.04678309,"Developing",0
"Turkiye","TUR",2018,31.9578599,778.972,9568.83618958168,22.56886139,"Developing",0
"Turkiye","TUR",2019,36.70022262,761.006,9215.44087472889,21.59019398,"Developing",0
"Turkiye","TUR",2020,43.18408045,720.338,8638.73913259299,22.51222319,"Developing",1
"Turkiye","TUR",2021,43.54611946,819.865,9743.21313092428,22.99959211,"Developing",1
"Turkiye","TUR",2022,36.09007785,907.118,10674.5041731531,20.46812935,"Developing",0
"Uganda","UGA",2018,34.67357099,32.92702562,793.128082237434,12.47650659,"Developing",0
"Uganda","UGA",2019,38.47694531,35.348155095,823.024732902811,13.09570635,"Developing",0
"Uganda","UGA",2020,44.18591431,37.60036824,846.76720261962,12.85399457,"Developing",1
"Uganda","UGA",2021,51.30266235,40.529788744,883.892026171965,13.98623875,"Developing",1
"Uganda","UGA",2022,53.89028306,45.565333216,964.354146526666,13.77859409,"Developing",0
"Ukraine","UKR",2015,67.61813669,91.030967789,2124.66259765625,26.19044889,"Developing",0
"Ukraine","UKR",2016,69.71349901,93.355869404,2187.7275390625,25.48080861,"Developing",0
"Ukraine","UKR",2017,65.06500511,112.091,2638.32543945313,26.35089512,"Developing",0
"Ukraine","UKR",2018,55.33812862,130.891,3096.5625,25.58198014,"Developing",0
"Ukraine","UKR",2019,47.02037213,153.883,3661.45776367188,24.84907465,"Developing",0
"Ukraine","UKR",2020,57.08420081,156.618,3751.7373046875,25.207327,"Developing",1
"Uruguay","URY",2015,47.15301362,57.680327999,16950.7531694816,18.5564852,"Developed",0
"Uruguay","URY",2016,46.33467776,57.48078838,16837.9403803049,23.46741415,"Developed",0
"Uruguay","URY",2017,44.93383107,65.00604768,18995.3970195554,19.85224137,"Developed",0
"Uruguay","URY",2018,48.15556157,65.344408987,19067.2915555737,20.30216801,"Developed",0
"Uruguay","URY",2019,51.57607297,62.222387929,18149.0562908315,19.64628702,"Developed",0
"Uruguay","URY",2020,62.38401062,53.668636568,15651.0033775375,20.37743654,"Developed",1
"United States","USA",2015,95.95614522,18295,57040.2082136605,12.4865872,"Developed",0
"United States","USA",2016,97.92893485,18804.9,58206.6141931844,12.02972542,"Developed",0
"United States","USA",2017,97.02163491,19612.1,60322.2614241747,12.66095139,"Developed",0
"United States","USA",2018,98.44977246,20656.5,63201.0458483771,10.96030715,"Developed",0
"United States","USA",2019,100.1190443,21521.4,65548.0707847572,10.75744904,"Developed",0
"United States","USA",2020,124.7331772,21323,64317.398912504,11.04452808,"Developed",1
"United States","USA",2021,118.8885019,23594,71055.8761938303,12.19704001,"Developed",1
"United States","USA",2022,110.3853317,25744.1,77246.6738828672,13.02053658,"Developed",0
"Vanuatu","VUT",2021,87.07208983,0.9503940065,2978.01259813971,30.54318809,"Developing",1
"World","WLD",2015,90.03713231,75359.7,10177.8905141454,16.91734765,"World",0
"World","WLD",2016,91.54545568,76588,10224.0659312632,16.5978553,"World",0
"World","WLD",2017,91.24573323,81551,10762.8045848545,16.85648111,"World",0
"World","WLD",2018,91.34095283,86686.9,11315.083985152,16.57494669,"World",0
"World","WLD",2019,93.7942601,87945.6,11358.4786578376,16.58724212,"World",0
"World","WLD",2020,111.973864,85577.7,10941.6626777859,16.1649783,"World",1
"World","WLD",2021,107.6380656,97527,12362.4642088343,16.84380647,"World",1
"World","WLD",2022,97.97790587,101225,12730.1571671098,17.46535033,"World",0
"South Africa","ZAF",2015,48.68384243,346.71,6204.92990145846,28.06285722,"Developing",0
"South Africa","ZAF",2016,49.72626333,323.586,5735.06678717842,27.41767021,"Developing",0
"South Africa","ZAF",2017,51.88529271,381.449,6734.47515312493,27.14921584,"Developing",0
"South Africa","ZAF",2018,54.76275256,405.261,7067.72416483846,26.712167,"Developing",0
"South Africa","ZAF",2019,60.71389496,389.33,6702.52661671812,27.07696254,"Developing",0
"South Africa","ZAF",2020,72.09646895,338.291,5753.06649434631,25.60611505,"Developing",1
"South Africa","ZAF",2021,70.52585354,420.118,7073.61275415525,28.34953795,"Developing",1
"South Africa","ZAF",2022,73.00317012,405.271,6766.48125428394,28.78606227,"Developing",0
"Zambia","ZMB",2015,49.40734735,21.251216799,1307.90964916032,18.29577164,"Developing",0
"Zambia","ZMB",2016,46.43289358,20.958412538,1249.92314348406,18.13243575,"Developing",0
"Zambia","ZMB",2017,52.28094184,25.873601261,1495.75213841021,16.8512124,"Developing",0
"Zambia","ZMB",2018,59.71222117,26.311507274,1475.19988338535,19.41096249,"Developing",0
"Zambia","ZMB",2019,61.93011738,23.308667781,1268.12094056241,19.59610456,"Developing",0
"Zambia","ZMB",2020,103.5431523,18.137764931,958.264900505992,19.58138915,"Developing",1
"Zambia","ZMB",2021,71.41117617,22.096416932,1134.71345415843,21.96739775,"Developing",1
